language,1,3,5,10
fra,0.6339869281045751,0.7320261437908496,0.7647058823529411,0.803921568627451
spa,0.5217391304347826,0.6936758893280632,0.7470355731225297,0.8102766798418972
eng,0.2743362831858407,0.5221238938053098,0.5929203539823009,0.6932153392330384
por,0.30120481927710846,0.536144578313253,0.6024096385542169,0.6987951807228916
tha,0.574468085106383,0.7021276595744681,0.7446808510638298,0.851063829787234
deu,0.21311475409836064,0.47540983606557374,0.5245901639344263,0.5901639344262295
msa,0.42857142857142855,0.6122448979591837,0.7142857142857143,0.7448979591836735
ara,0.3384615384615385,0.6615384615384615,0.7076923076923077,0.7538461538461538
average,0.41073537090500223,0.6169114200468954,0.6747900606235334,0.7432725807085712
